request_id,status,intended_arrival_offset_s,actual_send_offset_s,send_lag_s,ttft_s,end_to_end_s,completion_tokens,server_tpot_s,finish_reason,error
r000000,completed,0.003913148442348043,0.005697947999578901,0.001784799557230858,0.8364016799969249,1.0319302330026403,8,,length,
r000001,completed,0.005548333012402824,1.0380100789989228,1.03246174598652,0.07454197199695045,0.20184013200196205,8,,length,
