request_id,status,intended_arrival_offset_s,actual_send_offset_s,send_lag_s,ttft_s,end_to_end_s,completion_tokens,server_tpot_s,finish_reason,error
r000000,completed,0.003913148442348043,0.005527289002202451,0.0016141405598544085,0.3668844689964317,0.6958764399969368,8,,length,
r000001,completed,0.005548333012402824,0.006919776998984162,0.0013714439865813374,0.44563709900103277,0.7236875020025764,8,,length,
