request_id,status,intended_arrival_offset_s,actual_send_offset_s,send_lag_s,ttft_s,end_to_end_s,completion_tokens,server_tpot_s,finish_reason,error
r000000,completed,0.003913148442348043,0.005558604003454093,0.0016454555611060502,0.03639162000035867,0.06869510000251466,8,,length,
r000001,completed,0.005548333012402824,0.006874867001897655,0.001326533989494831,0.03701293500489555,0.0720224100004998,8,,length,
